,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_samples,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
44,0.19563555717468262,0.0022836089952849433,0.01288304328918457,0.0028282184347741242,20,45,"{'max_samples': 20, 'n_estimators': 45}",-1695.2815624281945,-1336.2409529638733,-2973.0901753192898,-3505.4328329095033,-1530.1695313891128,-2208.0430110019947,866.140069448887,332
45,0.20504403114318848,0.0028807549994725617,0.01579756736755371,0.0034777769825253516,20,46,"{'max_samples': 20, 'n_estimators': 46}",-1708.5132470915273,-1371.5597252615055,-2986.0783984538025,-3511.920739683196,-1515.225447452385,-2218.659511588484,864.1878376571946,338
46,0.20936942100524902,0.008987873092165297,0.013759517669677734,0.0030789754128810027,20,47,"{'max_samples': 20, 'n_estimators': 47}",-1693.4582500163954,-1367.4064609008751,-3022.5702315981084,-3524.8143365743445,-1524.421567630326,-2226.53416934401,875.7211046559889,347
47,0.22366943359375,0.008364841955156752,0.01827516555786133,0.003233973755027303,20,48,"{'max_samples': 20, 'n_estimators': 48}",-1701.8118610937393,-1372.3080988090321,-3038.695754252049,-3558.4241525465245,-1505.1751485135126,-2235.2830030429714,889.7807790900775,349
48,0.2238222122192383,0.006619404588020946,0.017212629318237305,0.0020379365846701233,20,49,"{'max_samples': 20, 'n_estimators': 49}",-1735.6079375040918,-1346.9579375674298,-3088.7759262859213,-3567.221739868261,-1487.3191299680195,-2245.176534238745,905.5681208371491,353
49,0.007968330383300781,0.004441113101927135,0.0021094799041748045,0.0032997114961542903,25,1,"{'max_samples': 25, 'n_estimators': 1}",-4299.361521797904,-4202.754211623722,-6006.237389964497,-4151.786277748197,-3113.3150043096207,-4354.690881088789,931.228898393222,391
50,0.006036901473999023,0.004736992296731938,0.007809638977050781,0.006407872004648547,25,2,"{'max_samples': 25, 'n_estimators': 2}",-2467.0685479368867,-2265.0398235415532,-4629.400312713499,-4079.761345240068,-1927.742821259098,-3073.802570138221,1074.0124483347279,384
51,0.014054155349731446,0.0030775064634470974,0.004409360885620117,0.004170341369963397,25,3,"{'max_samples': 25, 'n_estimators': 3}",-2252.5525952194157,-1922.620351208625,-4116.973076476737,-3425.22508145495,-1934.2044873089612,-2730.3151183337377,885.4535732483051,381
52,0.022371339797973632,0.0057167385668922596,0.0022608757019042967,0.0030804987391035523,25,4,"{'max_samples': 25, 'n_estimators': 4}",-2578.3176812601077,-1891.215722999248,-3269.281190691631,-3248.2958234406137,-1707.5609790492908,-2538.9342794881786,655.571865805861,375
53,0.02387862205505371,0.004701073262856369,0.004305458068847657,0.0052945455633021405,25,5,"{'max_samples': 25, 'n_estimators': 5}",-2554.569472433962,-2002.4695054817203,-3195.632845383031,-3450.2713215452322,-1458.6315313417485,-2532.3149352371393,737.1108563497174,373
54,0.031709909439086914,0.0024158672483395416,0.003130483627319336,0.006260967254638672,25,6,"{'max_samples': 25, 'n_estimators': 6}",-2065.3991423058824,-2031.8405795021977,-2908.7835815494427,-3047.3570651389937,-1457.1232683217988,-2302.1007273636633,594.394850034405,359
55,0.04051394462585449,0.005130093614869918,0.0024147510528564455,0.0024092165986106186,25,7,"{'max_samples': 25, 'n_estimators': 7}",-1976.8248362475474,-1897.0111283159326,-2934.6741479909315,-2871.6838757703363,-1456.2161393588694,-2227.2820255367233,580.0013154363828,348
56,0.04122271537780762,0.004351470000863868,0.002325296401977539,0.003894051874402455,25,8,"{'max_samples': 25, 'n_estimators': 8}",-1872.4653737084293,-1740.054199684205,-2902.8859367121563,-3190.121577602609,-1401.8501560106724,-2221.4754487436144,696.8436909489229,341
57,0.04115457534790039,0.003500493855828371,0.008657550811767578,0.0018593470326188472,25,9,"{'max_samples': 25, 'n_estimators': 9}",-1789.409451390089,-1671.4092916502827,-2818.773756377438,-3260.2542197590033,-1210.289162528708,-2150.027176341104,764.4676361947015,318
58,0.04525470733642578,0.002432548629143177,0.006942224502563476,0.0036918642809627912,25,10,"{'max_samples': 25, 'n_estimators': 10}",-1973.5109666261665,-1610.9927173965305,-2704.0936303723024,-3336.5027165784304,-1169.5848791743097,-2158.936982029548,774.2480401231417,321
59,0.051402044296264646,0.00359752805282496,0.004424619674682617,0.004001699628385775,25,11,"{'max_samples': 25, 'n_estimators': 11}",-1725.2052885760525,-1475.4873195291625,-2575.812124389422,-3318.289223401497,-1109.728442647793,-2040.9044797087852,800.5359864566674,272
60,0.059761571884155276,0.0050197443394565085,0.004555892944335937,0.003214271743271635,25,12,"{'max_samples': 25, 'n_estimators': 12}",-1880.6375530380294,-1362.7924390105213,-2547.73833816201,-3465.448376214875,-1241.1048562386927,-2099.544312532826,823.9191208372987,310
61,0.059004020690917966,0.004401607341265406,0.006052732467651367,0.004928962786802088,25,13,"{'max_samples': 25, 'n_estimators': 13}",-1884.429464862152,-1321.3800814046467,-2497.0570414932376,-3595.030490139121,-1196.6680692925843,-2098.913029438348,878.805184714862,309
62,0.06655898094177246,0.003943989869217164,0.005759143829345703,0.0038895671958303216,25,14,"{'max_samples': 25, 'n_estimators': 14}",-1855.947464988302,-1375.8003191532,-2457.280445535135,-3445.826470045048,-1244.1927344462317,-2075.8094868335834,806.5240471254763,300
63,0.07213702201843261,0.0028104555723238393,0.005448102951049805,0.004570407503626412,25,15,"{'max_samples': 25, 'n_estimators': 15}",-1756.4119219119202,-1318.6501654939523,-2433.0288528957485,-3505.7829270959,-1237.2046705714463,-2050.215707593793,842.3440612830433,277
64,0.0754469394683838,0.003110500185516952,0.004133892059326172,0.0036179009220783636,25,16,"{'max_samples': 25, 'n_estimators': 16}",-1639.127090692762,-1380.0390178998234,-2453.7051210306686,-3520.474522941948,-1227.763399011499,-2044.22183031534,850.7459672884219,275
65,0.07828645706176758,0.00439627518681169,0.006732511520385742,0.003538777982549133,25,17,"{'max_samples': 25, 'n_estimators': 17}",-1621.5938047800141,-1508.539780703274,-2526.0589270142955,-3510.385440702529,-1265.9966060840406,-2086.5149118568306,829.9473962031363,304
66,0.08627290725708008,0.004705210500123951,0.004464006423950196,0.003975082394374897,25,18,"{'max_samples': 25, 'n_estimators': 18}",-1664.6441237776319,-1556.9841415776866,-2494.3305827762706,-3416.719293121491,-1324.1776299523451,-2091.3711542410847,771.3851608400571,307
67,0.08777499198913574,0.005192573921151625,0.0049378395080566405,0.003242796331099598,25,19,"{'max_samples': 25, 'n_estimators': 19}",-1692.9174023027347,-1479.6959753777926,-2636.3024396520127,-3281.670936757022,-1334.5436665372113,-2085.0260841253544,750.9010775752784,303
68,0.09482169151306152,0.0028262042669253635,0.008966064453125,0.0015703983468687427,25,20,"{'max_samples': 25, 'n_estimators': 20}",-1635.2214818884452,-1405.4867767736723,-2593.3563783420154,-3344.3318066054876,-1322.339298359246,-2060.147148393773,785.7410218495243,286
69,0.09723634719848633,0.004591667268591862,0.009360361099243163,0.001524766631344909,25,21,"{'max_samples': 25, 'n_estimators': 21}",-1649.7954536099594,-1399.6146481009264,-2607.559354598764,-3387.764824267816,-1294.5518597075054,-2067.8572280569942,806.5679678200743,296
70,0.10368561744689941,0.0018495929081365316,0.008858156204223634,0.002678011086144348,25,22,"{'max_samples': 25, 'n_estimators': 22}",-1641.7794165804328,-1353.8458188686977,-2661.7097829748454,-3412.4410558744407,-1265.889989848635,-2067.1332128294102,836.0705653309036,294
71,0.10601267814636231,0.0071581379793628636,0.00817422866821289,0.004092638320824296,25,23,"{'max_samples': 25, 'n_estimators': 23}",-1696.2763045749386,-1327.3097696695502,-2832.408298146779,-3452.4792821622877,-1201.5681844174392,-2102.0083677941993,886.8849640977417,311
72,0.11192135810852051,0.006057990701994629,0.010137224197387695,0.0022634499103364684,25,24,"{'max_samples': 25, 'n_estimators': 24}",-1719.30743245431,-1287.5812426199382,-2765.210862163214,-3359.386593560299,-1217.3679924384683,-2069.7708246472457,849.4682333161606,298
73,0.11881494522094727,0.01758061098658883,0.01066746711730957,0.0011965652361885291,25,25,"{'max_samples': 25, 'n_estimators': 25}",-1706.6286878560484,-1284.5659670989626,-2780.4393671695807,-3333.9247375290447,-1236.0134758286997,-2068.3144470964676,842.2225933976074,297
